event_id,decline_code,retry_count,hours_since_failure,day_of_month,customer_tenure_months,subscription_value,prior_recovery_outcome,action,true_p_success,outcome
evt_000261_b7d2eeeb,insufficient_funds,0,11.3,8,13,199.0,none,nudge_whatsapp,0.5607599244256277,0
evt_000262_a7a16158,insufficient_funds,0,25.7,30,20,199.0,recovered,stop,0.0,0
evt_000263_40d8c453,expired_card,0,0.2,4,6,999.0,none,voice_call,0.6667619282307233,0
evt_000264_e383259f,do_not_honor,0,5.1,24,3,499.0,none,escalate_human,0.026857118784809644,0
evt_000265_0f857f0d,insufficient_funds,0,2.2,22,8,499.0,none,retry_later,0.4980046499233727,1
evt_000266_ff5e5f34,insufficient_funds,1,35.4,24,30,1499.0,recovered,nudge_sms,0.5267586689965265,1
evt_000267_0f083000,expired_card,4,2.6,1,11,199.0,recovered,retry_now,0.02988667980363625,0
evt_000268_14babf1f,do_not_honor,1,4.7,23,5,999.0,recovered,retry_now,0.023487940058211195,0
evt_000269_09537d42,insufficient_funds,2,2.9,16,13,499.0,recovered,nudge_sms,0.3053110218506239,0
evt_000270_b111116a,do_not_honor,2,5.7,3,8,2499.0,recovered,voice_call,0.02496496406763323,0
evt_000271_9c4b2b88,insufficient_funds,0,21.7,20,1,999.0,churned,retry_now,0.28291327042031444,1
evt_000272_35fe5c24,issuer_unavailable,0,3.3,15,3,499.0,none,voice_call,0.7616742821304247,0
evt_000273_e5eb3294,insufficient_funds,0,7.8,24,13,199.0,recovered,nudge_sms,0.5292508210982304,1
evt_000274_9d8f0d5a,insufficient_funds,0,17.1,29,1,499.0,churned,nudge_sms,0.7273878004407062,1
evt_000275_357e6077,issuer_unavailable,0,3.3,5,12,199.0,none,nudge_sms,0.6207468504273772,0
evt_000276_35e41617,insufficient_funds,1,2.2,27,3,199.0,recovered,stop,0.0,0
evt_000277_49be4c4f,expired_card,0,36.5,22,2,199.0,none,escalate_human,0.7218981582885641,0
evt_000278_bc2811fa,issuer_unavailable,0,7.0,8,12,499.0,churned,nudge_sms,0.6128704996322594,0
evt_000279_266ee3ff,insufficient_funds,0,28.8,4,15,499.0,none,voice_call,0.7140286012046836,1
evt_000280_598f2385,issuer_unavailable,0,12.8,17,4,499.0,none,escalate_human,0.8295759248429936,1
evt_000281_df423a3e,insufficient_funds,1,41.0,4,1,199.0,none,retry_later,0.5172359025129656,0
evt_000282_2d61b6f9,insufficient_funds,1,2.6,31,24,999.0,none,nudge_whatsapp,0.861761726827506,1
evt_000283_02cc9e2c,stolen_card,0,3.3,16,13,499.0,recovered,retry_now,0.014629178170484324,0
evt_000284_77c5446c,do_not_honor,0,58.0,28,4,499.0,churned,nudge_whatsapp,0.025086962153479813,0
evt_000285_ae90bae2,insufficient_funds,1,7.4,11,3,499.0,none,retry_now,0.22442616702600912,1
evt_000286_c3543141,insufficient_funds,2,2.3,4,9,999.0,none,retry_now,0.2679656217677543,0
evt_000287_b11ce395,expired_card,2,15.2,28,9,999.0,churned,voice_call,0.5206590875545238,0
evt_000288_30c770c9,insufficient_funds,2,15.7,21,12,499.0,none,retry_now,0.19936017046222887,0
evt_000289_0c901de5,issuer_unavailable,1,37.4,20,4,999.0,none,escalate_human,0.7750648907667561,1
evt_000290_066f6f35,insufficient_funds,0,5.0,19,28,999.0,none,nudge_sms,0.5519535324373545,1
evt_000291_979f54c5,expired_card,2,13.8,30,3,499.0,recovered,voice_call,0.51499550161941,0
evt_000292_5eb5a9a1,insufficient_funds,0,2.9,17,3,499.0,churned,nudge_sms,0.4218789343577031,0
evt_000293_8151bb9d,insufficient_funds,0,8.2,27,14,999.0,none,nudge_sms,0.6408305848762919,1
evt_000294_e6b94174,insufficient_funds,0,6.6,30,30,499.0,none,voice_call,0.8909031788043871,1
evt_000295_3634aa36,issuer_unavailable,0,31.7,24,4,499.0,none,stop,0.0,0
evt_000296_9950dc37,stolen_card,1,13.1,30,17,499.0,none,retry_later,0.01495708659314999,0
evt_000297_18c4cc45,do_not_honor,0,4.0,29,6,199.0,none,nudge_whatsapp,0.025086962153479813,0
evt_000298_c583129c,do_not_honor,0,2.6,20,44,499.0,none,voice_call,0.025831238524664044,0
evt_000299_a3a370dc,insufficient_funds,3,10.0,6,12,199.0,none,escalate_human,0.4886084326188608,0
evt_000300_00000e98,insufficient_funds,0,6.5,14,3,2499.0,none,voice_call,0.5444754445870391,1
evt_000301_51d59a45,issuer_unavailable,0,10.3,24,3,999.0,none,stop,0.0,0
evt_000302_3d0194e6,issuer_unavailable,0,21.8,9,28,999.0,none,voice_call,0.842094659877774,1
evt_000303_9a9c1e17,insufficient_funds,0,22.0,3,1,499.0,recovered,stop,0.0,0
evt_000304_79c322db,issuer_unavailable,1,10.8,26,6,199.0,churned,nudge_sms,0.505679612602953,0
evt_000305_06a91398,insufficient_funds,0,0.3,19,5,199.0,none,nudge_whatsapp,0.4871445620891901,0
evt_000306_dacc6c9b,do_not_honor,1,1.5,24,4,1499.0,none,nudge_sms,0.024185953768396405,0
evt_000307_6827b44b,stolen_card,0,10.8,17,22,199.0,none,nudge_whatsapp,0.01536770556527555,0
evt_000308_cdc3b5be,expired_card,0,24.0,8,37,499.0,recovered,retry_now,0.1467145080976016,0
evt_000309_45694ae1,insufficient_funds,2,20.4,29,6,2499.0,none,stop,0.0,0
evt_000310_9592f8e5,issuer_unavailable,0,11.7,29,11,499.0,none,stop,0.0,0
evt_000311_151a002d,issuer_unavailable,2,18.5,22,5,499.0,none,nudge_whatsapp,0.4536079921093201,1
evt_000312_60b30b95,expired_card,2,4.5,7,20,999.0,recovered,retry_now,0.058804475081343066,0
evt_000313_aa21e555,stolen_card,0,29.3,13,13,1499.0,none,escalate_human,0.016463644763656287,0
evt_000314_898eec51,insufficient_funds,2,17.4,4,9,199.0,none,nudge_whatsapp,0.494742928287492,1
evt_000315_ce4a0536,insufficient_funds,1,9.0,10,8,499.0,none,voice_call,0.4949256481524825,1
evt_000316_39ff0d2e,issuer_unavailable,2,3.8,16,16,999.0,recovered,retry_later,0.7543374026451809,1
evt_000317_274b43e1,insufficient_funds,1,8.9,24,5,499.0,churned,voice_call,0.5098660683586129,1
evt_000318_0f7f0c27,stolen_card,2,6.7,28,12,199.0,none,stop,0.0,0
evt_000319_dee861e0,expired_card,1,3.0,23,13,499.0,recovered,escalate_human,0.6962268623042985,1
evt_000320_5a357f6d,issuer_unavailable,4,6.6,6,5,199.0,recovered,stop,0.0,0
evt_000321_39f5306e,issuer_unavailable,4,0.2,14,10,999.0,none,nudge_whatsapp,0.3105872572183942,0
evt_000322_6dabc334,expired_card,2,3.0,6,33,1499.0,none,voice_call,0.6219363339973806,1
evt_000323_4c7b7974,insufficient_funds,0,15.1,25,20,999.0,none,retry_later,0.6127445666446988,1
evt_000324_4d440c0d,insufficient_funds,2,12.4,27,16,199.0,none,escalate_human,0.6536293985449113,1
evt_000325_7f3d15f9,insufficient_funds,1,24.8,4,24,999.0,recovered,retry_now,0.41217802513448704,1
evt_000326_86920e56,issuer_unavailable,1,10.0,21,3,499.0,none,voice_call,0.6942273001381728,1
evt_000327_f1dec071,expired_card,2,5.7,7,2,999.0,none,stop,0.0,0
evt_000328_a7f21118,issuer_unavailable,0,1.9,21,1,199.0,none,retry_later,0.822000083240544,1
evt_000329_59f60fc1,expired_card,1,9.0,18,4,999.0,none,stop,0.0,0
evt_000330_75933758,stolen_card,2,14.9,23,19,499.0,none,escalate_human,0.015906391711814714,1
evt_000331_c538a1be,issuer_unavailable,0,12.3,19,8,499.0,recovered,retry_now,0.7799049074058941,1
evt_000332_e74dcb71,insufficient_funds,2,20.7,6,1,199.0,none,nudge_whatsapp,0.3725865543885831,0
evt_000333_48542cac,insufficient_funds,3,0.9,21,2,2499.0,churned,voice_call,0.3014720035043099,1
evt_000334_0e8f7a52,insufficient_funds,2,22.3,15,2,499.0,none,retry_later,0.2804696413003781,0
evt_000335_d38fa44c,issuer_unavailable,1,21.0,17,1,999.0,none,nudge_sms,0.4681991707428975,0
evt_000336_c2362083,insufficient_funds,1,2.9,8,1,999.0,none,voice_call,0.4764576095741506,0
evt_000337_61571e84,do_not_honor,0,42.2,9,39,499.0,recovered,stop,0.0,0
evt_000338_01b1e323,insufficient_funds,1,0.9,15,3,499.0,none,escalate_human,0.5555608484524331,0
evt_000339_6912b140,stolen_card,0,8.7,28,1,199.0,none,nudge_whatsapp,0.01536770556527555,0
evt_000340_1e911fab,insufficient_funds,1,0.0,9,10,199.0,none,nudge_sms,0.3969998739279249,0
evt_000341_543e402d,insufficient_funds,0,20.5,13,1,2499.0,none,retry_now,0.2780092169017072,0
evt_000342_8b4a4cf2,insufficient_funds,4,0.9,31,17,499.0,none,nudge_whatsapp,0.6547534606063191,1
evt_000343_ee65f677,stolen_card,0,5.0,10,1,1499.0,none,stop,0.0,0
evt_000344_9cd52f8f,insufficient_funds,1,16.1,22,17,199.0,none,retry_later,0.45562172653209787,0
evt_000345_dab97c66,expired_card,4,0.1,28,18,199.0,none,retry_later,0.0457682225293066,0
evt_000346_69694d41,insufficient_funds,1,10.7,19,1,499.0,recovered,stop,0.0,0
evt_000347_aab59610,issuer_unavailable,0,0.8,29,1,2499.0,none,retry_later,0.840681330295177,1
evt_000348_fd7bb3de,insufficient_funds,0,4.3,6,12,2499.0,recovered,stop,0.0,0
evt_000349_2750e10a,expired_card,0,25.1,25,3,199.0,none,nudge_whatsapp,0.5738985366692225,1
evt_000350_ae5b99c1,expired_card,3,1.8,29,22,499.0,none,nudge_sms,0.3853990894442084,0
evt_000351_520954d4,issuer_unavailable,0,12.1,7,5,1499.0,none,voice_call,0.7733048283677638,0
evt_000352_31bb48dc,expired_card,1,15.1,21,20,499.0,none,escalate_human,0.72311327855133,1
evt_000353_9b333d96,insufficient_funds,0,10.1,29,11,999.0,recovered,retry_later,0.7826896073009246,1
evt_000354_e9f050c1,issuer_unavailable,0,11.2,18,4,2499.0,none,voice_call,0.765605804536503,1
evt_000355_d447d631,insufficient_funds,1,2.0,13,28,199.0,none,escalate_human,0.676042124378343,0
evt_000356_42127f22,do_not_honor,2,4.8,10,2,999.0,churned,retry_later,0.024009576565228712,0
evt_000357_1770771d,insufficient_funds,0,57.7,19,17,499.0,none,nudge_whatsapp,0.547002536425471,1
evt_000358_d98a0ed2,issuer_unavailable,0,16.4,27,2,499.0,none,retry_later,0.8339072597443332,1
evt_000359_fc40da18,issuer_unavailable,0,1.1,18,18,1499.0,recovered,voice_call,0.8120923013656551,1
evt_000360_63988fb5,stolen_card,0,5.0,24,9,199.0,recovered,nudge_whatsapp,0.01536770556527555,0
evt_000361_18f8b09c,expired_card,1,3.5,15,2,199.0,none,voice_call,0.5478235366791099,0
evt_000362_cd679c4d,insufficient_funds,2,15.5,14,12,499.0,none,retry_later,0.3240842521564276,0
evt_000363_bb4be877,insufficient_funds,3,10.4,17,48,1499.0,none,escalate_human,0.546954540687215,0
evt_000364_16622050,insufficient_funds,0,2.8,19,19,999.0,recovered,nudge_whatsapp,0.5568942506019638,1
evt_000365_50f76c50,issuer_unavailable,1,11.3,13,51,1499.0,churned,stop,0.0,0
evt_000366_2112e6c4,insufficient_funds,0,10.9,15,9,199.0,churned,retry_later,0.4744888643308392,1
evt_000367_320704a4,expired_card,1,14.9,18,10,199.0,churned,nudge_sms,0.4634809284411688,0
evt_000368_ae5a57d9,expired_card,1,6.5,8,7,199.0,none,escalate_human,0.6702673291198717,1
evt_000369_4546be14,insufficient_funds,0,4.3,25,8,199.0,none,nudge_whatsapp,0.5790472888869187,1
evt_000370_9fd1fd25,stolen_card,0,9.6,22,3,199.0,recovered,nudge_whatsapp,0.01536770556527555,0
evt_000371_c2d24f4e,insufficient_funds,2,7.5,1,6,2499.0,none,nudge_sms,0.7150421057009897,0
evt_000372_67e25aa3,expired_card,1,11.3,20,11,199.0,none,nudge_sms,0.46932228216638683,0
evt_000373_5a967ad2,insufficient_funds,0,1.4,27,9,499.0,churned,retry_now,0.424343274661543,1
evt_000374_f198bc3f,expired_card,1,34.3,5,3,199.0,none,escalate_human,0.6598710053121494,0
evt_000375_9aa88a0c,expired_card,1,20.0,15,1,1499.0,none,voice_call,0.5428647008043602,1
evt_000376_0984ba1a,stolen_card,0,8.5,16,4,199.0,none,stop,0.0,0
evt_000377_ba1d62ff,do_not_honor,0,12.0,10,1,499.0,none,retry_later,0.024843544141003683,0
evt_000378_c28b9ea1,issuer_unavailable,0,1.9,13,21,999.0,churned,escalate_human,0.8725463634559659,1
evt_000379_eaab8f21,stolen_card,0,0.1,8,3,199.0,none,retry_now,0.014629178170484324,0
evt_000380_f8764a90,issuer_unavailable,0,18.8,25,3,199.0,none,retry_now,0.7681287533778725,1
evt_000381_54a23ce7,do_not_honor,2,29.8,6,1,499.0,none,retry_now,0.02308988508896221,0
evt_000382_3cebbcf7,issuer_unavailable,0,11.2,4,7,2499.0,none,retry_later,0.8472995183404702,1
evt_000383_5aeeaba8,do_not_honor,1,8.9,25,4,499.0,none,nudge_sms,0.024185953768396405,0
evt_000384_9cc6d041,issuer_unavailable,4,3.3,28,1,499.0,none,retry_later,0.555441940922976,1
evt_000385_cdd30520,insufficient_funds,1,0.6,1,21,199.0,none,retry_now,0.6153837563911821,1
evt_000386_1058899a,insufficient_funds,2,28.4,8,2,2499.0,none,retry_later,0.31523587644794887,1
evt_000387_a443db37,expired_card,2,10.6,13,13,199.0,none,nudge_whatsapp,0.44118926748280973,0
evt_000388_08cb9083,insufficient_funds,0,20.6,9,43,499.0,none,retry_now,0.4544458832667569,0
evt_000389_6ef197cd,expired_card,1,20.4,8,6,999.0,none,nudge_whatsapp,0.497348623245166,0
evt_000390_21ddb24e,stolen_card,0,7.1,1,2,199.0,none,nudge_whatsapp,0.01536770556527555,0
evt_000391_99809fca,stolen_card,3,7.3,25,8,199.0,recovered,voice_call,0.015030932391980651,0
evt_000392_18cee354,insufficient_funds,0,9.1,3,24,999.0,none,retry_later,0.7605127188266175,1
evt_000393_d8ccbf6d,do_not_honor,1,12.9,3,6,199.0,none,stop,0.0,0
evt_000394_735dbc9f,insufficient_funds,1,20.2,12,4,499.0,none,escalate_human,0.5660581190487441,1
evt_000395_d25fb81d,insufficient_funds,1,5.2,26,8,999.0,none,escalate_human,0.6635235071607741,1
evt_000396_8681e9c3,insufficient_funds,0,9.5,4,3,499.0,none,nudge_whatsapp,0.6362144018255879,0
evt_000397_ad8da8d1,insufficient_funds,0,7.8,27,8,499.0,none,voice_call,0.6846082408687845,1
evt_000398_65eaf6fd,insufficient_funds,2,0.7,5,2,499.0,none,voice_call,0.4524035531392715,1
evt_000399_0297d613,issuer_unavailable,3,2.0,5,21,499.0,none,stop,0.0,0
evt_000400_8fe263c6,issuer_unavailable,3,1.5,22,8,199.0,none,retry_later,0.6511042703509629,1
evt_000401_f95f3f7b,expired_card,3,0.3,23,6,499.0,none,retry_now,0.03196565238279968,0
evt_000402_70b7087c,do_not_honor,2,14.0,17,33,499.0,none,escalate_human,0.02595735719779684,0
evt_000403_19cec641,insufficient_funds,1,2.4,15,12,499.0,recovered,nudge_sms,0.37939116182670024,0
evt_000404_109288c7,do_not_honor,0,17.2,27,2,199.0,none,voice_call,0.025831238524664044,0
evt_000405_161baae8,stolen_card,2,30.8,6,2,499.0,none,nudge_whatsapp,0.014846987339556741,0
evt_000406_70c4e531,issuer_unavailable,0,1.9,1,2,499.0,recovered,retry_later,0.8506870654691563,1
evt_000407_56300edb,expired_card,0,63.9,2,28,199.0,none,voice_call,0.769112426895608,0
evt_000408_a264fd3d,stolen_card,3,0.1,25,17,499.0,recovered,nudge_sms,0.014308354154379218,0
evt_000409_01b82028,expired_card,2,5.9,13,10,2499.0,none,nudge_sms,0.3784019027970908,0
evt_000410_cb257a6a,insufficient_funds,1,18.9,18,17,1499.0,churned,nudge_sms,0.40728504929223885,0
evt_000411_9075b754,expired_card,2,6.1,17,3,999.0,recovered,voice_call,0.4657100959589893,0
evt_000412_9e1032fd,issuer_unavailable,0,27.0,16,44,199.0,recovered,retry_later,0.9021972703740198,1
evt_000413_b7910b9b,insufficient_funds,2,8.3,31,1,499.0,recovered,nudge_whatsapp,0.7349725994665188,1
evt_000414_be26baf5,do_not_honor,1,11.4,16,41,999.0,churned,retry_later,0.024423090054107196,0
evt_000415_f8a494e4,expired_card,1,2.2,3,2,1499.0,none,nudge_whatsapp,0.4981708641114413,0
evt_000416_cca64862,insufficient_funds,0,8.0,16,7,499.0,none,stop,0.0,0
evt_000417_0438c568,issuer_unavailable,0,4.9,10,6,499.0,none,escalate_human,0.8361638047933728,1
evt_000418_5766f7c3,issuer_unavailable,2,6.6,28,4,499.0,none,stop,0.0,0
evt_000419_ff65db6e,insufficient_funds,2,11.6,21,7,499.0,none,nudge_whatsapp,0.3395265968794889,1
evt_000420_f0737160,stolen_card,1,31.2,16,17,499.0,churned,stop,0.0,0
evt_000421_2f37d9b8,stolen_card,2,2.2,1,3,499.0,recovered,nudge_whatsapp,0.014846987339556741,0
evt_000422_3bad73ed,insufficient_funds,0,2.5,10,35,499.0,recovered,retry_later,0.6211883991050955,0
evt_000423_12decb4d,expired_card,0,27.2,13,67,499.0,none,stop,0.0,0
evt_000424_bef2a11a,insufficient_funds,2,18.3,25,18,199.0,none,nudge_whatsapp,0.4548393221240167,1
evt_000425_ff67a879,do_not_honor,3,11.2,22,3,499.0,none,nudge_sms,0.023373531597967217,0
evt_000426_c5b63856,insufficient_funds,0,10.7,1,9,999.0,none,nudge_whatsapp,0.8676111264579346,0
evt_000427_9d723ce5,issuer_unavailable,1,13.1,11,7,2499.0,none,retry_later,0.7853523794404634,1
evt_000428_ba746c6e,do_not_honor,1,18.4,14,27,999.0,none,retry_later,0.024423090054107196,0
evt_000429_3094a506,stolen_card,1,2.1,15,2,999.0,none,voice_call,0.015558000113418654,0
evt_000430_812d6b29,insufficient_funds,0,17.4,17,6,199.0,recovered,retry_later,0.4613112630695926,0
evt_000431_599c6ebf,insufficient_funds,2,7.0,30,7,199.0,none,retry_later,0.7388500060842489,1
evt_000432_80832e64,insufficient_funds,2,0.5,5,3,1499.0,recovered,retry_later,0.39193984672891297,0
evt_000433_adf07d63,insufficient_funds,0,3.2,31,19,499.0,none,nudge_sms,0.8676111264579346,1
evt_000434_09748d38,expired_card,2,2.1,11,4,499.0,none,retry_now,0.0425796863343086,0
evt_000435_bce4354e,insufficient_funds,0,7.8,24,6,2499.0,none,retry_now,0.33391504826092366,0
evt_000436_af8eacea,issuer_unavailable,0,22.3,2,24,499.0,none,voice_call,0.8485542137780384,1
evt_000437_0c215f85,insufficient_funds,2,4.5,14,11,199.0,none,voice_call,0.41056582555263377,0
evt_000438_3dae7228,insufficient_funds,1,29.9,21,20,2499.0,recovered,stop,0.0,0
evt_000439_da286a6b,do_not_honor,1,4.1,26,4,499.0,none,stop,0.0,0
evt_000440_ad239d88,insufficient_funds,2,16.1,27,18,199.0,recovered,retry_now,0.3047099444373383,1
evt_000441_c1c579e7,do_not_honor,1,8.5,29,37,499.0,recovered,retry_later,0.024423090054107196,0
evt_000442_cb44d08a,insufficient_funds,0,27.6,14,17,199.0,recovered,retry_later,0.5162280693246891,0
evt_000443_400b35c9,insufficient_funds,0,2.7,24,9,999.0,none,nudge_whatsapp,0.5590079971698443,1
evt_000444_7b2b9e75,insufficient_funds,3,3.8,9,65,199.0,none,escalate_human,0.5664242493671363,0
evt_000445_0ef43ea8,issuer_unavailable,0,9.4,10,8,2499.0,none,voice_call,0.7807354577481552,0
evt_000446_7817a656,issuer_unavailable,1,1.7,25,21,2499.0,none,nudge_whatsapp,0.6242847661395974,0
evt_000447_d60baf1d,insufficient_funds,1,18.0,7,2,499.0,none,stop,0.0,0
evt_000448_036ea134,insufficient_funds,0,4.0,7,8,999.0,none,nudge_whatsapp,0.5540719752820986,1
evt_000449_c742a1bd,insufficient_funds,0,1.7,3,1,199.0,none,nudge_sms,0.64462439149917,0
evt_000450_c9d09456,stolen_card,2,7.8,20,7,499.0,none,escalate_human,0.015906391711814714,0
evt_000451_6e4e78fd,insufficient_funds,0,2.9,25,9,499.0,none,escalate_human,0.7199927897458264,1
evt_000452_8c5df2b9,issuer_unavailable,0,10.3,23,9,499.0,none,nudge_sms,0.5985421479684323,1
evt_000453_9ef4ba24,issuer_unavailable,0,7.6,23,1,999.0,none,voice_call,0.757568431583961,1
evt_000454_dcb6f589,expired_card,1,41.5,20,11,999.0,recovered,nudge_whatsapp,0.5192741442096107,1
evt_000455_3c7c082c,insufficient_funds,0,7.5,27,3,199.0,recovered,nudge_sms,0.5887913044162316,1
evt_000456_ac0fda47,insufficient_funds,0,0.4,22,25,499.0,churned,nudge_whatsapp,0.606355578128334,1
evt_000457_52f9cdf4,insufficient_funds,1,5.4,5,2,199.0,none,nudge_sms,0.4478984565666574,1
evt_000458_a44dcb40,insufficient_funds,3,0.4,13,8,999.0,churned,nudge_whatsapp,0.25822775417110483,0
evt_000459_b67fb74a,stolen_card,0,18.2,3,22,499.0,none,escalate_human,0.016463644763656287,0
evt_000460_7bbb3d9c,issuer_unavailable,3,6.9,16,10,499.0,none,nudge_whatsapp,0.3898080152331633,0
evt_000461_313b7e30,do_not_honor,1,8.7,4,33,999.0,recovered,nudge_sms,0.024185953768396405,0
evt_000462_b14da8f2,issuer_unavailable,0,19.0,26,3,499.0,none,nudge_sms,0.5775489034014558,1
evt_000463_84c9a2ee,expired_card,0,2.0,27,15,1499.0,none,stop,0.0,0
evt_000464_509dc4f7,issuer_unavailable,2,3.8,18,16,499.0,none,retry_later,0.7546675566910412,1
evt_000465_829a4218,issuer_unavailable,0,3.9,9,4,199.0,none,voice_call,0.7674372596680119,1
evt_000466_d1e2d76c,issuer_unavailable,0,20.3,6,3,199.0,recovered,escalate_human,0.8317071978018583,1
evt_000467_4b9a9687,stolen_card,3,12.9,4,19,2499.0,churned,retry_now,0.01389135269805543,0
evt_000468_0ef6ccae,insufficient_funds,0,6.9,13,6,499.0,none,nudge_sms,0.4390052226820091,0
evt_000469_7f7acd4a,insufficient_funds,0,9.9,18,44,199.0,none,retry_later,0.6117798010586611,1
evt_000470_e8d5fb9a,insufficient_funds,0,39.5,2,3,499.0,none,retry_later,0.7542500687819317,1
evt_000471_3bf636c2,insufficient_funds,0,4.9,2,15,199.0,none,stop,0.0,0
evt_000472_01e5fb95,insufficient_funds,0,14.6,8,11,199.0,recovered,retry_later,0.5260381084982347,0
evt_000473_5b6bed7c,insufficient_funds,1,2.1,3,2,199.0,none,nudge_whatsapp,0.6143163444422696,1
evt_000474_fee3e438,stolen_card,0,10.7,6,21,499.0,none,stop,0.0,0
evt_000475_1675fbbb,expired_card,0,9.9,13,14,999.0,churned,nudge_sms,0.5704440587834144,0
evt_000476_b29dc013,issuer_unavailable,3,16.9,21,5,499.0,none,escalate_human,0.6364426865701076,1
evt_000477_1fbfc339,insufficient_funds,2,21.1,2,9,999.0,none,escalate_human,0.7277315762976218,0
evt_000478_c02cecf3,insufficient_funds,0,27.7,15,13,999.0,churned,retry_later,0.49446691808892684,1
evt_000479_ab460979,insufficient_funds,2,32.0,6,8,499.0,recovered,nudge_sms,0.35867116042121744,1
evt_000480_bd859b91,insufficient_funds,1,1.1,22,1,999.0,churned,stop,0.0,0
evt_000481_2e56a95b,insufficient_funds,1,2.5,31,2,499.0,none,retry_later,0.7841471891774855,1
evt_000482_0ef6dbfb,issuer_unavailable,0,11.1,5,17,499.0,none,stop,0.0,0
evt_000483_ec5860a9,issuer_unavailable,1,2.5,21,3,999.0,recovered,retry_later,0.7720560549375389,1
evt_000484_26bdd402,insufficient_funds,1,4.0,7,5,1499.0,none,voice_call,0.5098660683586129,0
evt_000485_a8a46dd9,insufficient_funds,3,1.9,30,5,1499.0,none,voice_call,0.6341355910108007,1
evt_000486_9e301682,expired_card,1,9.9,26,5,499.0,recovered,stop,0.0,0
evt_000487_51676eb6,issuer_unavailable,3,4.0,19,16,2499.0,none,stop,0.0,0
evt_000488_0a77ffff,issuer_unavailable,2,18.3,17,5,499.0,none,retry_now,0.6230759576431537,1
